No,date,CP,Cycle20,Cycle80,Cycle320
611,3/19/2012,4.678672553,  ,  ,  
612,3/20/2012,4.830830216,  ,  ,  
613,3/21/2012,4.817229525,  ,  ,  
614,3/22/2012,4.729608505,  ,  ,  
615,3/23/2012,4.691643177,  ,  ,  
616,3/24/2012,4.651986266,  ,  ,  
617,3/25/2012,4.552270262,LOW,,  
618,3/26/2012,4.63272236,  ,  ,  
619,3/27/2012,4.811340735,  ,,  
620,3/28/2012,4.790589392,  ,  ,  
621,3/29/2012,4.794066572,  ,  ,  
622,3/30/2012,4.861409357,  ,  ,  
623,3/31/2012,4.889776873,  ,  ,  
624,04-01-2012,4.793325677,  ,  ,  
625,04-02-2012,4.983045479,HIGH,  ,  
626,04-03-2012,4.956233193,  ,  ,  
627,04-04-2012,4.917842178,  ,  ,  
628,04-05-2012,4.920849245,  ,  ,  
629,04-06-2012,4.949107432,  ,  ,  
630,04-07-2012,4.70971191,LOW,  ,  
631,04-08-2012,4.778818849,  ,  ,  
632,04-09-2012,4.852547381,  ,  ,  
633,04-10-2012,4.841417594,  ,  ,  
634,04-11-2012,4.915250717,  ,  ,  
635,04-12-2012,4.901158147,  ,  ,  
636,4/13/2012,4.934406733,  ,  ,  
637,4/14/2012,4.956364661,  ,  ,  
638,4/15/2012,4.961600338,  ,  ,  
639,4/16/2012,4.950764569,  ,  ,  
640,4/17/2012,4.968744508,  ,  ,  
641,4/18/2012,5.124377443,  ,  ,  
642,4/19/2012,5.130906511,  ,  ,  
643,4/20/2012,5.366515968,HIGH,,  
644,4/21/2012,5.282550339,  ,  ,  
645,4/22/2012,5.195608995,  ,  ,  
646,4/23/2012,5.110888192,  ,  ,  
647,4/24/2012,5.087867262,  ,  ,  
648,4/25/2012,5.148816245,  ,  ,  
649,4/26/2012,5.097419286,  ,  ,  
650,4/27/2012,5.09588734,  ,  ,  
651,4/28/2012,4.970736653,  ,  ,  
652,4/29/2012,4.902606178,LOW,LOW,  
653,4/30/2012,4.94211681,  ,  ,  
654,05-01-2012,4.987137227,  ,  ,  
655,05-02-2012,5.053437354,  ,  ,  
656,05-03-2012,5.118872979,HIGH,  ,  
657,05-04-2012,5.085507088,  ,  ,  
658,05-05-2012,5.056639565,  ,  ,  
659,05-06-2012,5.047800773,  ,  ,  
660,05-07-2012,5.067555867,  ,  ,  
661,05-08-2012,5.023466423,  ,  ,  
662,05-09-2012,5.041306236,  ,  ,  
663,05-10-2012,4.92748872,LOW,  ,  
664,05-11-2012,4.963709977,  ,  ,  
665,05-12-2012,4.946532235,  ,  ,  
666,5/13/2012,4.944795054,  ,  ,  
667,5/14/2012,5.011435922,  ,  ,  
668,5/15/2012,5.0336404,  ,  ,  
669,5/16/2012,5.087784509,  ,  ,  
670,5/17/2012,5.089661686,  ,  ,  
671,5/18/2012,5.118301483,  ,  ,  
672,5/19/2012,5.112545811,  ,  ,  
673,5/20/2012,5.094200968,  ,  ,  
674,5/21/2012,5.09422131,  ,  ,  
675,5/22/2012,5.089139189,  ,  ,  
676,5/23/2012,5.1288589,  ,  ,  
677,5/24/2012,5.119157759,  ,  ,  
678,5/25/2012,5.137276807,HIGH*,  ,  
679,5/26/2012,5.103978805,LOW*,  ,  
680,5/27/2012,5.134616135,  ,  ,  
681,5/28/2012,5.136325419,  ,  ,  
682,5/29/2012,5.148470698,  ,  ,  
683,5/30/2012,5.138264569,  ,  ,  
684,5/31/2012,5.181639721,  ,  ,  
685,06-01-2012,5.266943758,  ,  ,  
686,06-02-2012,5.24363906,  ,  ,  
687,06-03-2012,5.212704985,  ,  ,  
688,06-04-2012,5.258765857,  ,  ,  
689,06-05-2012,5.426014295,  ,  ,  
690,06-06-2012,5.446169422,  ,  ,  
691,06-07-2012,5.58716981,  ,  ,  
692,06-08-2012,5.622529102,HIGH*,  ,  
693,06-09-2012,5.557002335,  ,  ,  
694,06-10-2012,5.457893569,LOW*,  ,  
695,06-11-2012,5.586996982,  ,  ,  
696,06-12-2012,5.727491299,  ,  ,  
697,6/13/2012,5.909301324,  ,  ,  
698,6/14/2012,5.962023182,  ,  ,  
699,6/15/2012,6.523380719,  ,  ,  
700,6/16/2012,6.444158282,  ,  ,  
701,6/17/2012,6.199966488,  ,  ,  
702,6/18/2012,6.310844669,  ,  ,  
703,6/19/2012,6.494826716,  ,  ,  
704,6/20/2012,6.693551056,HIGH*,  ,  
705,6/21/2012,6.672262504,  ,  ,  
706,6/22/2012,6.563761698,  ,  ,  
707,6/23/2012,6.447541689,  ,  ,  
708,6/24/2012,6.350494039,  ,  ,  
709,6/25/2012,6.31747363,LOW*,  ,  
710,6/26/2012,6.432860829,  ,  ,  
711,6/27/2012,6.615713402,  ,  ,  
712,6/28/2012,6.590064633,  ,  ,  
713,6/29/2012,6.658776757,  ,  ,  
714,6/30/2012,6.680427623,  ,  ,  
715,07-01-2012,6.626860092,  ,  ,  
716,07-02-2012,6.743478051,  ,  ,  
717,07-03-2012,6.449992403,  ,  ,  
718,07-04-2012,6.514835333,  ,  ,  
719,07-05-2012,6.642398604,  ,  ,  
720,07-06-2012,6.672181189,  ,  ,  
721,07-07-2012,6.808273712,  ,  ,  
722,07-08-2012,6.796317688,  ,  ,  
723,07-09-2012,7.032395886,  ,  ,  
724,07-10-2012,7.178580036,  ,,  
725,07-11-2012,7.185147789,  ,  ,  
726,07-12-2012,7.55593565,  ,  ,  
727,7/13/2012,7.630921256,  ,  ,  
728,7/14/2012,7.580129178,  ,  ,  
729,7/15/2012,7.62723486,  ,  ,  
730,7/16/2012,8.493405677,  ,  ,  
731,7/17/2012,8.751984855,  ,  ,  
732,7/18/2012,9.095192686,HIGH,  ,  
733,7/19/2012,8.879533414,  ,  ,  
734,7/20/2012,8.532450679,  ,  ,  
735,7/21/2012,8.875645841,  ,  ,  
736,7/22/2012,8.506562544,LOW,  ,  
737,7/23/2012,8.531211269,  ,  ,  
738,7/24/2012,8.574585171,  ,  ,  
739,7/25/2012,8.769347273,  ,  ,  
740,7/26/2012,8.875765046,  ,  ,  
741,7/27/2012,8.891459894,  ,  ,  
742,7/28/2012,8.842560894,  ,  ,  
743,7/29/2012,8.747680659,  ,  ,  
744,7/30/2012,9.088317249,  ,  ,  
745,7/31/2012,9.320998402,  ,  ,  
746,08-01-2012,9.568020904,  ,  ,  
747,08-02-2012,10.5510397,  ,  ,  
748,08-03-2012,10.91586475,  ,  ,  
749,08-04-2012,10.91971488,  ,  ,  
750,08-05-2012,10.80511738,  ,  ,  
751,08-06-2012,10.8694465,  ,  ,  
752,08-07-2012,10.94127944,  ,  ,  
753,08-08-2012,11.0703916,  ,  ,  
754,08-09-2012,11.10372474,  ,  ,  
755,08-10-2012,11.4475688,  ,  ,  
756,08-11-2012,11.54253553,  ,  ,  
757,08-12-2012,11.59255239,  ,  ,  
758,8/13/2012,11.98496299,  ,  ,  
759,8/14/2012,12.18709748,  ,  ,  
760,8/15/2012,13.17007735,  ,  ,  
761,8/16/2012,13.45079082,HIGH,HIGH,HIGH*
762,8/17/2012,12.07700554,  ,  ,  
763,8/18/2012,11.57750716,  ,  ,  
764,8/19/2012,7.830621842,LOW,LOW,LOW*
765,8/20/2012,9.979876649,  ,  ,  
766,8/21/2012,9.902982018,  ,  ,  
767,8/22/2012,9.772554579,  ,  ,  
768,8/23/2012,10.08865743,  ,  ,  
769,8/24/2012,10.59404259,  ,  ,  
770,8/25/2012,10.58367667,  ,  ,  
771,8/26/2012,10.54553074,  ,  ,  
772,8/27/2012,10.90038008,  ,  ,  
773,8/28/2012,10.93295853,HIGH,  ,  
774,8/29/2012,10.8677839,  ,  ,  
775,8/30/2012,10.72774884,  ,  ,  
776,8/31/2012,10.10240982,  ,  ,  
777,09-01-2012,10.00653294,LOW,  ,  
778,09-02-2012,10.2261162,  ,  ,  
779,09-03-2012,10.49713431,  ,  ,  
780,09-04-2012,10.36400189,  ,  ,  
781,09-05-2012,11.02552288,  ,  ,  
782,09-06-2012,11.16076902,  ,  ,  
783,09-07-2012,11.07612234,  ,  ,  
784,09-08-2012,11.04327003,  ,  ,  
785,09-09-2012,11.06209549,  ,  ,  
786,09-10-2012,11.1252888,  ,  ,  
787,09-11-2012,11.26809296,  ,  ,  
788,09-12-2012,11.31528591,  ,  ,  
789,9/13/2012,11.38029929,  ,  ,  
790,9/14/2012,11.73010762,  ,  ,  
791,9/15/2012,11.71839342,  ,  ,  
792,9/16/2012,11.88691122,  ,  ,  
793,9/17/2012,11.90831716,  ,  ,  
794,9/18/2012,12.25965084,  ,  ,  
795,9/19/2012,12.5048541,HIGH*,  ,  
796,9/20/2012,12.36717665,  ,  ,  
797,9/21/2012,12.33365784,  ,  ,  
798,9/22/2012,12.21372763,  ,  ,  
799,9/23/2012,12.16546303,  ,  ,  
800,9/24/2012,12.11358872,LOW*,  ,  
801,9/25/2012,12.18240539,  ,  ,  
802,9/26/2012,12.31981686,  ,  ,  
803,9/27/2012,12.3187514,  ,  ,  
804,9/28/2012,12.38145739,  ,  ,  
805,9/29/2012,12.40475151,  ,  ,  
806,9/30/2012,12.39162247,  ,  ,  
807,10-01-2012,12.38939516,  ,  ,  
808,10-02-2012,12.8072381,  ,  ,  
809,10-03-2012,12.95543049,HIGH,HIGH,  
810,10-04-2012,12.86238578,  ,  ,  
811,10-05-2012,12.75221942,  ,  ,  
812,10-06-2012,12.50512971,  ,  ,  
813,10-07-2012,11.87399709,  ,  ,  
814,10-08-2012,11.73332975,  ,  ,  
815,10-09-2012,11.82866344,  ,  ,  
816,10-10-2012,12.10918848,  ,  ,  
817,10-11-2012,12.06755181,  ,  ,  
818,10-12-2012,12.02806816,  ,  ,  
819,10/13/2012,11.92680383,  ,  ,  
820,10/14/2012,11.65057796,LOW,  ,  
821,10/15/2012,11.90830953,  ,  ,  
822,10/16/2012,11.84801807,  ,  ,  
823,10/17/2012,11.91938816,  ,  ,  
824,10/18/2012,11.92593284,HIGH,  ,  
825,10/19/2012,11.7574858,  ,  ,  
826,10/20/2012,11.69437755,  ,  ,  
827,10/21/2012,11.65741141,  ,  ,  
828,10/22/2012,11.74107791,  ,  ,  
829,10/23/2012,11.70778173,  ,  ,  
830,10/24/2012,11.63435239,  ,  ,  
831,10/25/2012,10.75362982,  ,  ,  
832,10/26/2012,10.13061949,LOW,LOW,  
833,10/27/2012,10.4581863,  ,  ,  
834,10/28/2012,10.70996208,  ,  ,  
835,10/29/2012,10.63073898,  ,  ,  
836,10/30/2012,10.85932306,  ,  ,  
837,10/31/2012,11.14607184,HIGH*,  ,  
838,11-01-2012,10.61353575,  ,  ,  
839,11-02-2012,10.53050364,  ,  ,  
840,11-03-2012,10.65074702,  ,  ,  
841,11-04-2012,10.79688289,  ,  ,  
842,11-05-2012,10.74082074,  ,  ,  
843,11-06-2012,10.8681975,  ,  ,  
844,11-07-2012,10.95409894, ,  ,  
845,11-08-2012,10.89269937,  ,  ,  
846,11-09-2012,10.81586722,LOW*,  ,  
847,11-10-2012,10.86326044,  ,  ,  
848,11-11-2012,10.84184064,  ,  ,  
849,11-12-2012,11.03134246,  ,  ,  
850,11/13/2012,10.99800278,  ,  ,  
851,11/14/2012,10.95895242,  ,  ,  
852,11/15/2012,11.17510986,  ,  ,  
853,11/16/2012,11.70504483,  ,  ,  
854,11/17/2012,11.7500424,  ,  ,  
855,11/18/2012,11.66563103,  ,  ,  
856,11/19/2012,11.75052935,  ,  ,  
857,11/20/2012,11.69917032,  ,  ,  
858,11/21/2012,11.72913518,  ,  ,  
859,11/22/2012,12.29199795,  ,  ,  
860,11/23/2012,12.28028762,  ,  ,  
861,11/24/2012,12.4132044,  ,  ,  
862,11/25/2012,12.52968949,HIGH*,  ,  
863,11/26/2012,12.18462624,  ,  ,  
864,11/27/2012,12.15927538,LOW*,  ,  
865,11/28/2012,12.33165983,  ,  ,  
866,11/29/2012,12.49766165,  ,  ,  
867,11/30/2012,12.58613893,  ,  ,  
868,12-01-2012,12.59238687,  ,  ,  
869,12-02-2012,12.49794476,  ,  ,  
870,12-03-2012,12.65695784,  ,  ,  
871,12-04-2012,13.36958958,  ,  ,  
872,12-05-2012,13.31275022,  ,  ,  
873,12-06-2012,13.47792454,  ,  ,  
874,12-07-2012,13.47728245,  ,  ,  
875,12-08-2012,13.49998441,  ,  ,  
876,12-09-2012,13.34651089,  ,  ,  
877,12-10-2012,13.49225658,  ,  ,  
878,12-11-2012,13.61541567,  ,  ,  
879,12-12-2012,13.66821364,  ,  ,  
880,12/13/2012,13.75525152,HIGH,HIGH,  
881,12/14/2012,13.60092225,  ,  ,  
882,12/15/2012,13.53094829,  ,  ,  
883,12/16/2012,13.33286108,  ,  ,  
884,12/17/2012,13.32007195,  ,  ,  
885,12/18/2012,13.27203387,LOW,LOW,  
886,12/19/2012,13.53854318,  ,  ,  
887,12/20/2012,13.57002703,HIGH,  ,  
888,12/21/2012,13.428968,  ,  ,  
889,12/22/2012,13.42721391,  ,  ,  
890,12/23/2012,13.31810576,  ,  ,  
891,12/24/2012,13.42666267,  ,  ,  
892,12/25/2012,13.365567,  ,  ,  
893,12/26/2012,13.45469902,  ,  ,  
894,12/27/2012,13.39930318,  ,  ,  
895,12/28/2012,13.45550722,  ,  ,  
896,12/29/2012,13.37400386,  ,  ,  
897,12/30/2012,13.4450138,  ,  ,  
898,12/31/2012,13.54555244,  ,  ,  
899,01-01-2013,13.33137142,  ,  ,  
900,01-02-2013,13.28060681,LOW,  ,  
901,01-03-2013,13.38408115,  ,  ,  
902,01-04-2013,13.45172115,  ,  ,  
903,01-05-2013,13.45940677,  ,  ,  
904,01-06-2013,13.50449651,  ,  ,  
905,01-07-2013,13.55606166,  ,  ,  
906,01-08-2013,13.78035063,  ,  ,  
907,01-09-2013,13.82095526,  ,  ,  
908,01-10-2013,14.12317286,  ,  ,  
909,01-11-2013,14.22762112,  ,  ,  
910,01-12-2013,14.21428566,  ,  ,  
911,1/13/2013,14.16078827,  ,  ,  
912,1/14/2013,14.31797032,  ,  ,  
913,1/15/2013,14.31363775,  ,  ,  
914,1/16/2013,14.70781405,  ,  ,  
915,1/17/2013,15.59859974,  ,  ,  
916,1/18/2013,15.71579112,  ,  ,  
917,1/19/2013,15.5881264,  ,  ,  
918,1/20/2013,15.71959214,  ,  ,  
919,1/21/2013,16.78101952,  ,  ,  
920,1/22/2013,17.30017884,  ,  ,  
921,1/23/2013,17.53639542,  ,  ,  
922,1/24/2013,16.90108607,  ,  ,  
923,1/25/2013,17.40720203,  ,  ,  
924,1/26/2013,17.55362918,  ,  ,  
925,1/27/2013,17.86462801,  ,  ,  
926,1/28/2013,18.79426487,  ,  ,  
927,1/29/2013,19.51471419,  ,  ,  
928,1/30/2013,19.73744669,  ,  ,  
929,1/31/2013,20.51164303,HIGH*,  ,  
930,02-01-2013,20.44309196,  ,  ,  
931,02-02-2013,19.63590171,LOW*,  ,  
932,02-03-2013,20.57893968,  ,  ,  
933,02-04-2013,20.44048796,  ,  ,  
934,02-05-2013,20.65934473,  ,  ,  
935,02-06-2013,21.20856553,  ,  ,  
936,02-07-2013,22.11776518,  ,  ,  
937,02-08-2013,22.78736505,  ,  ,  
938,02-09-2013,23.73386015,  ,  ,  
939,02-10-2013,23.90028936,  ,  ,  
940,02-11-2013,24.49727269,  ,  ,  
941,02-12-2013,24.97973641,  ,  ,  
942,2/13/2013,24.64165093,  ,  ,  
943,2/14/2013,27.28238982,  ,  ,  
944,2/15/2013,27.17126923,  ,  ,  
945,2/16/2013,27.34616356,  ,  ,  
946,2/17/2013,26.92725138,  ,  ,  
947,2/18/2013,26.92886764,  ,  ,  
948,2/19/2013,29.41362438,  ,  ,  
949,2/20/2013,29.81980723,  ,  ,  
950,2/21/2013,29.81806892,  ,  ,  
951,2/22/2013,30.47265653,  ,  ,  
952,2/23/2013,29.80645455,  ,  ,  
953,2/24/2013,29.88284849,  ,  ,  
954,2/25/2013,30.35203309,  ,  ,  
955,2/26/2013,31.15553735,  ,  ,  
956,2/27/2013,31.24026108,  ,  ,  
957,2/28/2013,33.37529394,  ,  ,  
958,03-01-2013,34.60625703,  ,  ,  
959,03-02-2013,34.14351592,  ,  ,  
960,03-03-2013,34.45174048,  ,  ,  
961,03-04-2013,36.37626525,  ,  ,  
962,03-05-2013,40.67295399,  ,  ,  
963,03-06-2013,43.28499619,  ,  ,  
964,03-07-2013,41.94744072,  ,  ,  
965,03-08-2013,43.90292891,  ,  ,  
966,03-09-2013,46.88858661,  ,  ,  
967,03-10-2013,46.06603846,  ,  ,  
968,03-11-2013,48.27507458,HIGH*,  ,  
969,03-12-2013,44.41354526,LOW*,  ,  
970,3/13/2013,47.01619085,  ,  ,  
971,3/14/2013,46.92556255,  ,  ,  
972,3/15/2013,46.90251725,  ,  ,  
973,3/16/2013,47.1570157,  ,  ,  
974,3/17/2013,47.33349978,  ,  ,  
975,3/18/2013,51.36543639,  ,  ,  
976,3/19/2013,59.49860111,  ,  ,  
977,3/20/2013,63.6874855,  ,  ,  
978,3/21/2013,70.91752501,HIGH*,  ,  
979,3/22/2013,69.84608454,  ,  ,  
980,3/23/2013,64.38311637,LOW*,  ,  
981,3/24/2013,71.69042421,  ,  ,  
982,3/25/2013,74.31408925,  ,  ,  
983,3/26/2013,78.61419743,  ,  ,  
984,3/27/2013,88.85207991,  ,  ,  
985,3/28/2013,87.67317396,  ,  ,  
986,3/29/2013,90.29569936,  ,  ,  
987,3/30/2013,92.18995999,  ,  ,  
988,3/31/2013,93.89923842,  ,  ,  
989,04-01-2013,103.5803469,  ,  ,  
990,04-02-2013,116.6799442,  ,  ,  
991,04-03-2013,131.3848094,  ,  ,  
992,04-04-2013,133.0071205,  ,  ,  
993,04-05-2013,142.6260655,  ,  ,  
994,04-06-2013,143.081823,  ,  ,  
995,04-07-2013,162.8522146,  ,  ,  
996,04-08-2013,186.3511618,  ,  ,  
997,04-09-2013,230.6829967,HIGH,HIGH,HIGH
998,04-10-2013,161.1928897,  ,  ,  
999,04-11-2013,82.90158504,  ,  ,  
1000,04-12-2013,111.4763732,  ,  ,  
1001,4/13/2013,97.60907187,  ,  ,  
1002,4/14/2013,88.8614914,  ,  ,  
1003,4/15/2013,80.87469317,  ,  ,  
1004,4/16/2013,68.28313873,LOW,LOW,  
1005,4/17/2013,92.86403691,  ,  ,  
1006,4/18/2013,108.6283451,  ,  ,  
1007,4/19/2013,119.0122832,  ,  ,  
1008,4/20/2013,128.2082889,  ,  ,  
1009,4/21/2013,118.4832438,  ,  ,  
1010,4/22/2013,126.3142718,  ,  ,  
1011,4/23/2013,142.1272181,  ,  ,  
1012,4/24/2013,154.1332778,HIGH,HIGH,  
1013,4/25/2013,141.0086593,  ,  ,  
1014,4/26/2013,137.2096004,  ,  ,  
1015,4/27/2013,128.2266696,  ,  ,  
1016,4/28/2013,134.6235696,  ,  ,  
1017,4/29/2013,143.8103782,  ,  ,  
1018,4/30/2013,139.1296475,  ,  ,  
1019,05-01-2013,116.113801,  ,  ,  
1020,05-02-2013,106.3409847,  ,  ,  
1021,05-03-2013,96.31684027,LOW,  ,  
1022,05-04-2013,112.4976364,  ,  ,  
1023,05-05-2013,116.4887158,  ,  ,  
1024,05-06-2013,112.1185962,  ,  ,  
1025,05-07-2013,111.6092129,  ,  ,  
1026,05-08-2013,113.1360619,  ,  ,  
1027,05-09-2013,111.9745327,  ,  ,  
1028,05-10-2013,117.6910369,HIGH*,  ,  
1029,05-11-2013,115.4997777,  ,  ,  
1030,05-12-2013,114.8856756,  ,  ,  
1031,5/13/2013,117.4044566, ,  ,  
1032,5/14/2013,107.8655666,LOW*,  ,  
1033,5/15/2013,108.9868524,  ,  ,  
1034,5/16/2013,112.9178741,  ,  ,  
1035,5/17/2013,117.284616,  ,  ,  
1036,5/18/2013,118.1698767,  ,  ,  
1037,5/19/2013,117.0338802,  ,  ,  
1038,5/20/2013,117.8186365,  ,  ,  
1039,5/21/2013,117.2520409,  ,  ,  
1040,5/22/2013,118.9781736,  ,  ,  
1041,5/23/2013,123.726156,  ,  ,  
1042,5/24/2013,128.9710807,  ,  ,  
1043,5/25/2013,128.8449153,  ,  ,  
1044,5/26/2013,130.1586011,HIGH,  ,  
1045,5/27/2013,126.3929059,  ,  ,  
1046,5/28/2013,125.9045953,  ,  ,  
1047,5/29/2013,129.5648124,  ,  ,  
1048,5/30/2013,126.5130684,  ,  ,  
1049,5/31/2013,127.8164889,  ,  ,  
1050,06-01-2013,128.7911511,  ,  ,  
1051,06-02-2013,122.6267089,  ,  ,  
1052,06-03-2013,122.9491879,  ,  ,  
1053,06-04-2013,120.1899687,  ,  ,  
1054,06-05-2013,120.8699238,  ,  ,  
1055,06-06-2013,119.0539757,  ,  ,  
1056,06-07-2013,110.1977314,  ,  ,  
1057,06-08-2013,109.1785453,  ,  ,  
1058,06-09-2013,99.90360345,LOW*,  ,  
1059,06-10-2013,104.3575666,  ,  ,  
1060,06-11-2013,107.5075205,HIGH*,  ,  
1061,06-12-2013,106.3781163,  ,  ,  
1062,6/13/2013,101.3238977,  ,  ,  
1063,6/14/2013,99.2132443,  ,  ,  
1064,6/15/2013,99.87503741,  ,  ,  
1065,6/16/2013,99.03835126,  ,  ,  
1066,6/17/2013,100.1263051,  ,  ,  
1067,6/18/2013,104.2891764,  ,  ,  
1068,6/19/2013,104.4171508,  ,  ,  
1069,6/20/2013,104.3234997,  ,  ,  
1070,6/21/2013,101.4168574,  ,  ,  
1071,6/22/2013,100.0395085,  ,  ,  
1072,6/23/2013,100.3147446,  ,  ,  
1073,6/24/2013,99.04568323,  ,  ,  
1074,6/25/2013,97.83278872,  ,  ,  
1075,6/26/2013,98.65170076,  ,  ,  
1076,6/27/2013,96.8039496,  ,  ,  
1077,6/28/2013,89.42450672,  ,  ,  
1078,6/29/2013,88.79729106,  ,  ,  
1079,6/30/2013,89.48090766,  ,  ,  
1080,07-01-2013,82.86757013,  ,  ,  
1081,07-02-2013,87.81646669,  ,  ,  
1082,07-03-2013,77.6913308,  ,  ,  
1083,07-04-2013,79.13487084,  ,  ,  
1084,07-05-2013,67.44762385,  ,  ,  
1085,07-06-2013,66.34168089,LOW,LOW,LOW
1086,07-07-2013,72.10952237,  ,  ,  
1087,07-08-2013,73.98855377,  ,  ,  
1088,07-09-2013,74.89191087,  ,  ,  
1089,07-10-2013,85.01367914,  ,  ,  
1090,07-11-2013,87.49754939,  ,  ,  
1091,07-12-2013,90.04669871,  ,  ,  
1092,7/13/2013,91.5925979,  ,  ,  
1093,7/14/2013,89.89226928,  ,  ,  
1094,7/15/2013,93.79615254,HIGH,  ,  
1095,7/16/2013,91.78103565,  ,  ,  
1096,7/17/2013,91.03135126,  ,  ,  
1097,7/18/2013,84.96172912,  ,  ,  
1098,7/19/2013,86.2387946,  ,  ,  
1099,7/20/2013,84.91085915,LOW,  ,  
1100,7/21/2013,85.66435026,  ,  ,  
1101,7/22/2013,85.64902864,  ,  ,  
1102,7/23/2013,86.97705669,  ,  ,  
1103,7/24/2013,88.15173057,  ,  ,  
1104,7/25/2013,90.16609223,  ,  ,  
1105,7/26/2013,89.98398597,  ,  ,  
1106,7/27/2013,88.16527586,  ,  ,  
1107,7/28/2013,92.7458422,  ,  ,  
1108,7/29/2013,93.29869725,  ,  ,  
1109,7/30/2013,96.65955289,  ,  ,  
1110,7/31/2013,98.02441993,HIGH,  ,  
1111,08-01-2013,96.56801783,  ,  ,  
1112,08-02-2013,96.07453068,  ,  ,  
1113,08-03-2013,95.50670953,  ,  ,  
1114,08-04-2013,96.36548217,  ,  ,  
1115,08-05-2013,97.52713384,  ,  ,  
1116,08-06-2013,97.6712066,  ,  ,  
1117,08-07-2013,97.0542069,  ,  ,  
1118,08-08-2013,94.25727177,  ,  ,  
1119,08-09-2013,92.47277674,LOW,  ,  
1120,08-10-2013,93.29355289,  ,  ,  
1121,08-11-2013,94.27131239,  ,  ,  
1122,08-12-2013,95.44647078,  ,  ,  
1123,8/13/2013,97.75907508,  ,  ,  
1124,8/14/2013,99.12128755,  ,  ,  
1125,8/15/2013,98.10633314,  ,  ,  
1126,8/16/2013,98.29096026,  ,  ,  
1127,8/17/2013,99.63050438,  ,  ,  
1128,8/18/2013,99.17803974,  ,  ,  
1129,8/19/2013,102.7840123,  ,  ,  
1130,8/20/2013,104.500211,  ,  ,  
1131,8/21/2013,110.8016037,  ,  ,  
1132,8/22/2013,109.5232168,  ,  ,  
1133,8/23/2013,107.6975716,  ,  ,  
1134,8/24/2013,108.882675,  ,  ,  
1135,8/25/2013,113.0825634,  ,  ,  
1136,8/26/2013,112.1181148,  ,  ,  
1137,8/27/2013,117.7597908,  ,  ,  
1138,8/28/2013,118.3174144,  ,  ,  
1139,8/29/2013,118.8356382,  ,  ,  
1140,8/30/2013,124.8853796,  ,  ,  
1141,8/31/2013,128.377979,  ,  ,  
1142,09-01-2013,130.536372,HIGH,HIGH,  
1143,09-02-2013,129.5653717,  ,  ,  
1144,09-03-2013,129.1828036,  ,  ,  
1145,09-04-2013,122.5292387,  ,  ,  
1146,09-05-2013,122.370085,  ,  ,  
1147,09-06-2013,117.8611464,LOW,  ,  
1148,09-07-2013,119.8149895,  ,  ,  
1149,09-08-2013,118.0573863,  ,  ,  
1150,09-09-2013,121.2592726,  ,  ,  
1151,09-10-2013,122.2155302,  ,  ,  
1152,09-11-2013,127.0882271,  ,  ,  
1153,09-12-2013,126.7807236,  ,  ,  
1154,9/13/2013,127.4077452,  ,  ,  
1155,9/14/2013,124.3484775,  ,  ,  
1156,9/15/2013,125.0764179,  ,  ,  
1157,9/16/2013,126.204666,  ,  ,  
1158,9/17/2013,126.8972501,  ,  ,  
1159,9/18/2013,126.9038194,  ,  ,  
1160,9/19/2013,124.1809573,  ,  ,  
1161,9/20/2013,122.9216359,  ,  ,  
1162,9/21/2013,123.5082569,  ,  ,  
1163,9/22/2013,123.1249351,  ,  ,  
1164,9/23/2013,122.865699,  ,  ,  
1165,9/24/2013,123.7973577,  ,  ,  
1166,9/25/2013,123.6140786,  ,  ,  
1167,9/26/2013,124.6856745,  ,  ,  
1168,9/27/2013,126.6053477,  ,  ,  
1169,9/28/2013,126.7965517,  ,  ,  
1170,9/29/2013,127.1086277,  ,  ,  
1171,9/30/2013,126.0902618,  ,  ,  
1172,10-01-2013,127.5754243,HIGH,  ,  
1173,10-02-2013,104.1050929,LOW,LOW,  
1174,10-03-2013,117.575495,  ,  ,  
1175,10-04-2013,121.9303477,  ,  ,  
1176,10-05-2013,121.3934027,  ,  ,  
1177,10-06-2013,122.4752613,  ,  ,  
1178,10-07-2013,123.9068726,  ,  ,  
1179,10-08-2013,124.7665289,  ,  ,  
1180,10-09-2013,125.9335203,  ,  ,  
1181,10-10-2013,126.7046505,  ,  ,  
1182,10-11-2013,127.2552992,  ,  ,  
1183,10-12-2013,127.851263,  ,  ,  
1184,10/13/2013,132.4156587,  ,  ,  
1185,10/14/2013,135.3391949,  ,  ,  
1186,10/15/2013,141.4939085,  ,  ,  
1187,10/16/2013,138.3279219,  ,  ,  
1188,10/17/2013,143.7471338,  ,  ,  
1189,10/18/2013,152.7755722,  ,  ,  
1190,10/19/2013,165.7727171,  ,  ,  
1191,10/20/2013,166.5001511,  ,  ,  
1192,10/21/2013,179.9106286,  ,  ,  
1193,10/22/2013,190.4027814,  ,  ,  
1194,10/23/2013,204.600351,HIGH*,  ,  
1195,10/24/2013,194.4100438,  ,  ,  
1196,10/25/2013,185.6437876,  ,  ,  
1197,10/26/2013,179.808218,LOW*,  ,  
1198,10/27/2013,194.5461333,  ,  ,  
1199,10/28/2013,196.2746873,  ,  ,  
1200,10/29/2013,204.4281742,  ,  ,  
1201,10/30/2013,197.9005994,  ,  ,  
1202,10/31/2013,203.2836499,  ,  ,  
1203,11-01-2013,203.0371098,  ,  ,  
